,Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,datetime,month,hour
594,20110370,16334,2011,9/12/2011 6:16 AM,2731,CHEVRON PIPE LINE CO,0,OFFSHORE,0,CRUDE OIL,0,0,0,0,0,29.26536,-88.77223,ALL OTHER CAUSES,MISCELLANEOUS,0.09,0.0,0.0,0.09,NO,NO,YES,9/12/2011 6:28,9/24/2011 8:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,10.0,0.0,0.0,0.0,0.0,2000010,2011-09-12 06:16:00,9,6
595,20110381,16394,2011,9/12/2011 1:45 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,P109,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,PORT AUTHUR,JEFFERSON,TX,29.878864,-93.986341,CORROSION,EXTERNAL,500.0,0.0,0.0,500.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147800.0,0.0,0.0,450000.0,1984300.0,0.0,2582100,2011-09-12 13:45:00,9,13
596,20110384,16549,2011,9/13/2011 8:00 AM,31684,CONOCOPHILLIPS,"OK-01, WICHITA FALLS TO PONCA CITY, 12"" CRUDE LINE",ONSHORE,UNDERGROUND,CRUDE OIL,0,0,"TEMPLE, OK",COTTON,OK,34.133131,-98.262922,ALL OTHER CAUSES,UNKNOWN,1.7,0.0,0.9,0.8,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,146.0,5000.0,120000.0,1218050.0,0.0,3343196,2011-09-13 08:00:00,9,8
597,20110383,19859,2011,9/14/2011 12:30 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",0,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,PASADENA,HARRIS,TX,29.43573,-95.121835,CORROSION,EXTERNAL,0.24,0.0,0.0,0.24,NO,NO,YES,9/14/2011 12:30,11/14/2011 9:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,4.0,0.0,0.0,0.0,0.0,150004,2011-09-14 12:30:00,9,12
598,20110374,16098,2011,9/15/2011 10:24 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,SEMINOLE BLUE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),0,BLEIBLERVILLE,AUSTIN,TX,30.034033,-96.435533,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.35,0.0,0.0,0.35,NO,NO,YES,9/15/2011 11:00,9/18/2011 4:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125664.0,4950.0,0.0,31650.0,0.0,0.0,162264,2011-09-15 10:24:00,9,10
599,20110389,17832,2011,9/19/2011 10:30 AM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,CUSHING,LINCOLN,OK,35.93198,-96.75406,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,0.0,2.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,0.0,10200,2011-09-19 10:30:00,9,10
600,20110387,16379,2011,9/19/2011 1:35 PM,30781,OLYMPIC PIPE LINE COMPANY,OLYMPIC PIPELINE SYSTEM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,FERNDALE,WHATCOM,WA,48.81835,-122.55443,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.29,0.0,0.29,0.0,NO,NO,YES,9/19/2011 13:37,9/19/2011 15:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,50.0,0.0,1900.0,7600.0,0.0,19550,2011-09-19 13:35:00,9,13
601,20110388,17958,2011,9/20/2011 6:44 AM,32147,MARATHON PIPE LINE LLC,"CHATHAM-BASIN 8"" CRUDE",ONSHORE,UNDERGROUND,CRUDE OIL,0,0,WORLAND,WASHAKIE,WY,43.860695,-108.163483,CORROSION,INTERNAL,96.0,0.0,96.0,0.0,NO,NO,YES,9/20/2011 6:50,9/20/2011 17:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1000.0,0.0,34650.0,3450.0,0.0,39150,2011-09-20 06:44:00,9,6
602,20110390,17293,2011,9/20/2011 6:50 AM,1845,"BUCKEYE PARTNERS, LP",AUBURN STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,AUBURN,CAYUGA,NY,42.957763,-76.527127,CORROSION,INTERNAL,23.0,0.0,22.0,1.0,NO,NO,YES,9/20/2011 6:50,9/23/2011 11:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84345.0,75840.0,0.0,160185,2011-09-20 06:50:00,9,6
603,20110391,17294,2011,9/20/2011 10:22 AM,1845,"BUCKEYE PARTNERS, LP",AUBURN TO WATERLOO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,AUBURN,CAYUGA,NY,42.959503,-76.665351,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,595.0,0.0,271.0,324.0,NO,NO,NO,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82070.0,0.0,0.0,497010.0,2818697.0,0.0,3397777,2011-09-20 10:22:00,9,10
604,20110378,16103,2011,9/20/2011 2:47 PM,31556,CHEVRON MIDSTREAM PIPELINES LLC,EM01,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,BARATARIA,ST. CHARLES,LA,29.70989,-90.25945,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.43,0.0,0.0,3.43,NO,NO,YES,9/20/2011 14:47,9/24/2011 10:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,42.0,0.0,5000.0,0.0,0.0,67542,2011-09-20 14:47:00,9,14
605,20110372,16096,2011,9/21/2011 4:20 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,SEMINOLE BLUE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),0,PASADENA,HARRIS,TX,29.72703,-95.1737,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,80.0,0.0,0.0,80.0,NO,NO,YES,9/21/2011 4:27,9/21/2011 13:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2640.0,0.0,9700.0,0.0,0.0,12590,2011-09-21 04:20:00,9,4
606,20110379,16457,2011,9/23/2011 2:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,C18,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,OLNEY,ARCHER,TX,33.4166975,-98.74844135,CORROSION,EXTERNAL,0.5,0.0,0.0,0.5,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,80.0,0.0,0.0,15575.0,0.0,28155,2011-09-23 14:30:00,9,14
607,20110398,18909,2011,9/24/2011 9:40 AM,31684,CONOCOPHILLIPS,SEMINOE PIPE LINE/SHERIDAN PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,SHERIDAN,SHERIDAN,WY,44.665449,-106.902904,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.48,0.0,0.0,0.48,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,70.0,0.0,0.0,5000.0,0.0,7070,2011-09-24 09:40:00,9,9
608,20110393,19345,2011,9/25/2011 6:30 PM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,BERTHOLD STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,BERTHOLD,WARD,ND,48.325724,-101.752889,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,20.0,0.0,20.0,0.0,NO,NO,YES,9/25/2011 18:32,9/26/2011 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1600.0,0.0,2500.0,225000.0,0.0,229250,2011-09-25 18:30:00,9,18
609,20110397,18546,2011,9/25/2011 6:45 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 14 SUPERIOR TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,15.0,0.0,15.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20100.0,0.0,0.0,80000.0,20000.0,0.0,120100,2011-09-25 18:45:00,9,18
610,20110401,17688,2011,9/26/2011 9:00 AM,18718,SUNOCO PIPELINE L.P.,MARCUS HOOK #2 TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,ASTON,PA,PA,39.862222,-75.419055,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,78.0,0.0,78.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54591.0,0.0,0.0,150000.0,161000.0,0.0,365591,2011-09-26 09:00:00,9,9
611,20110399,16143,2011,9/28/2011 12:03 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,IA/SD STATE LINE - SIOUX FALLS,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,SIOUX FALLS,LINCOLN,SD,43.475465,-96.726088,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2.62,0.0,2.62,0.0,NO,NO,YES,9/28/2011 0:03,9/29/2011 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,357.0,0.0,0.0,17250.0,0.0,37607,2011-09-28 00:03:00,9,0
612,20110403,17526,2011,9/29/2011 9:25 AM,31189,BP PIPELINE (NORTH AMERICA) INC.,MOKENA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,MOKENA,WILL,IL,41.5569,-87.8886,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,10.0,0.0,10.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,10000.0,55000.0,0.0,66000,2011-09-29 09:25:00,9,9
613,20110386,16700,2011,10/3/2011 11:15 AM,31684,CONOCOPHILLIPS,MX-30 LOOP LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),0,MIDKIFF,UPTON,TX,31.362222,-101.7825,CORROSION,EXTERNAL,10.0,0.0,0.0,10.0,NO,NO,YES,10/3/2011 11:30,11/11/2011 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,2500.0,0.0,5000.0,0.0,0.0,17500,2011-10-03 11:15:00,10,11
614,20110409,18946,2011,10/3/2011 3:30 PM,12624,MOBIL CORP,0,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,TORRANCE,LOS ANGELES,CA,33.84735,-118.31848,CORROSION,EXTERNAL,41.0,0.0,41.0,0.0,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,4100.0,0.0,5000.0,0.0,10000.0,29100,2011-10-03 15:30:00,10,15
615,20110377,18851,2011,10/4/2011 7:20 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,CARTERET,MIDDLESEX,NJ,40.590142,-74.215472,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,0.0,1.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,500.0,50000.0,0.0,54500,2011-10-04 07:20:00,10,7
616,20110406,17687,2011,10/4/2011 3:05 PM,18718,SUNOCO PIPELINE L.P.,SOUR LAKE STATION,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,SOUR LAKE,HARDIN,TX,30.14105,-94.39892,CORROSION,INTERNAL,0.5,0.0,0.0,0.5,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.0,36.0,0.0,1588.0,0.0,0.0,3308,2011-10-04 15:05:00,10,15
617,20110405,20812,2011,10/4/2011 10:45 PM,18718,SUNOCO PIPELINE L.P.,HOLLY WEST STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,TULSA,TULSA,OK,36.13715,-96.02014,CORROSION,INTERNAL,25.0,0.0,25.0,0.0,NO,NO,YES,10/4/2011 22:45,10/5/2011 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,0.0,0.0,2989.0,7845.0,0.0,12257,2011-10-04 22:45:00,10,22
618,20110412,17121,2011,10/6/2011 11:42 AM,22610,"MAGELLAN PIPELINE COMPANY, LP","#6-10"" TOPEKA TO KANSAS CITY LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,LAWRENCE,DOUGLAS,KS,38.98759,-95.32997,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,590.0,0.0,300.0,290.0,NO,NO,YES,10/6/2011 11:46,10/7/2011 15:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,62300.0,0.0,50000.0,520541.0,0.0,667841,2011-10-06 11:42:00,10,11
619,20110407,16281,2011,10/6/2011 12:00 PM,30777,MOTIVA ENTERPRISE LLC,MOTIVA ENTERPRISES LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,TYPE OF PRODUCT WAS NOT IDENTIFIED,PORT ARTHUR ,JEFFERSON,TX,29.86809,-93.95744,ALL OTHER CAUSES,UNKNOWN,0.16,0.0,0.16,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2011-10-06 12:00:00,10,12
620,20110385,21881,2011,10/6/2011 10:00 PM,32109,ONEOK NGL PIPELINE LP,MILTONVALE BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,14# NATURAL GASOLINE,MILTONVALVE,CLOUD,KS,39.363277,-97.479365,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.48,0.1,0.0,0.48,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,1000.0,3000.0,0.0,9000,2011-10-06 22:00:00,10,22
621,20110396,18141,2011,10/7/2011 7:40 AM,9175,JAYHAWK PIPELINE LLC,HOOKER STATION,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,HOOKER,TEXAS,OK,36.8053,-101.2876,CORROSION,INTERNAL,17.0,0.0,14.0,3.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,80.0,0.0,2500.0,1000.0,0.0,6080,2011-10-07 07:40:00,10,7
622,20110410,20433,2011,10/7/2011 9:32 AM,31888,CENTURION PIPELINE L.P.,"CENTURION PIPELINE / #2 - 16""",ONSHORE,UNDERGROUND,CRUDE OIL,0,0,EDMOND,OKLAHOMA,OK,35.7042,-97.4636,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,3299.0,0.0,2309.0,990.0,NO,NO,YES,10/7/2011 9:50,10/8/2011 15:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,104140.0,11000.0,403295.0,66217.0,180979.0,766550,2011-10-07 09:32:00,10,9
623,20110404,17511,2011,10/10/2011 1:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,HOPE STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NATURAL GASOLINE,HOPE,LAVACA,TX,29.193445,-96.984823,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,210.0,0.0,10.0,200.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,500.0,53030.0,0.0,70530,2011-10-10 13:15:00,10,13
624,20110416,17432,2011,10/11/2011 8:00 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",LINE ID 6167 * LINE ID 6168,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,FRANKLIN PARK ,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,5.95,0.0,5.95,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,13000.0,0.0,0.0,13750,2011-10-11 08:00:00,10,8
625,20110417,17586,2011,10/12/2011 7:45 AM,22442,WEST TEXAS GULF PIPELINE CO,WTG-LONGVIEW STATION,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,LONGVIEW,GREGG,TX,32.4819,-94.8351,CORROSION,INTERNAL,1.0,0.0,0.0,1.0,NO,NO,YES,10/12/2011 7:45,10/12/2011 16:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.0,82.0,0.0,1598.0,745.0,0.0,4520,2011-10-12 07:45:00,10,7
626,20110419,20678,2011,10/12/2011 12:30 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",TANK 1607,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,SCHERERVILLE,LAKE,IN,41.50506,-87.4543,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,398.0,0.0,398.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,3500.0,0.0,102000.0,177500.0,0.0,295000,2011-10-12 12:30:00,10,12
627,20110418,17686,2011,10/13/2011 12:00 PM,18718,SUNOCO PIPELINE L.P.,TEMPLE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,TEMPLE,BELL,TX,31.12252,-97.19946,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.0,0.12,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,2011-10-13 12:00:00,10,12
628,20110414,17401,2011,10/14/2011 9:20 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,TULSA,TULSA,OK,36.13158,-96.0317,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.35,0.0,0.35,0.0,NO,NO,YES,10/14/2011 9:20,10/14/2011 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500,2011-10-14 09:20:00,10,9
629,20110413,17512,2011,10/14/2011 4:20 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,CUSHING WEST,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,0,PAYNE,OK,35.952194,-96.759486,INCORRECT OPERATION,INCORRECT VALVE POSITION,3.0,0.0,0.0,3.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,2066.0,0.0,0.0,2336,2011-10-14 16:20:00,10,16
630,20110411,18398,2011,10/14/2011 7:45 PM,2552,COLONIAL PIPELINE CO,COLONIAL/BELTON JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,BELTON,ANDERSON,SC,34.55261,-82.48781,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.45,0.0,0.45,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,56.0,0.0,2000.0,400.0,0.0,17456,2011-10-14 19:45:00,10,19
631,20110421,17668,2011,10/15/2011 11:00 AM,300,"PLAINS PIPELINE, L.P.",GOLDSMITH STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,GOLDSMITH,ECTOR,TX,31.960602,-102.617793,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,73.0,0.0,73.0,0.0,NO,NO,YES,10/15/2011 12:45,10/15/2011 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,0.0,9000.0,29000.0,0.0,41500,2011-10-15 11:00:00,10,11
632,20110420,16324,2011,10/17/2011 10:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",LINE ID 6167 & LINE ID 6168,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,FRANKLIN PARK,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,0.0,0.48,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,500.0,0.0,560,2011-10-17 10:15:00,10,10
633,20110415,17376,2011,10/17/2011 4:55 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",WYNNEWOOD STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,WYNNEWOOD,GARVIN,OK,34.63366,-97.1581,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,5.0,0.0,5.0,0.0,NO,NO,YES,10/17/2011 16:55,10/17/2011 21:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,235.0,0.0,500.0,4745.0,0.0,5500,2011-10-17 16:55:00,10,16
634,20110428,16210,2011,10/19/2011 2:18 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,SOUTH LEG RED LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,CLAUDE,ARMSTRONG,TX,35.02529,-101.51128,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.35,0.0,0.0,0.35,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,20.0,0.0,0.0,7550.0,0.0,25070,2011-10-19 14:18:00,10,14
635,20110423,17777,2011,10/20/2011 12:59 PM,15674,PLANTATION PIPE LINE CO,AUSTELL TANK FARM AND PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,LITHIA SPRINGS,DOUGLAS,GA,33.45542,-84.40389,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,23.0,0.0,23.0,0.0,NO,NO,YES,10/20/2011 13:38,10/20/2011 16:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2840.0,0.0,1000.0,0.0,31500.0,35440,2011-10-20 12:59:00,10,12
