accident_date_time,operator_name,pipeline_facility_name,pipeline_location,pipeline_type,liquid_type,accident_city,accident_country,accident_state,accident_latitude,accident_longitude,cause_category,cause_subcategory,unintentional_release_barrels,intentional_release_barrels,liquid_recovery_barrels,net_loss_barrels,liquid_ignition,liquid_explosion,pipeline_shutdown,public_evacuations,operator_employee_injuries,operator_contractor_injuries,emergency_responder_injuries,other_injuries,public_injuries,all_injuries,operator_employee_fatalities,operator_contractor_fatalities,emergency_responder_fatalities,other_fatalities,public_fatalities,all_fatalities,property_damage_costs,lost_commodity_costs,public_private_property_damage_costs,emergency_response_costs,environmental_remediation_costs,other_costs,all_costs
2012-03-14 16:00:00,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.590763,-74.219353,ALL OTHER CAUSES,MISCELLANEOUS,0.12,0.0,0.09,0.03,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,100.0,2000.0,0.0,2220
2012-03-15 00:30:00,"KINDER MORGAN LIQUID TERMINALS, LLC",PERTH AMBOY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PERTH AMBOY,MIDDLESEX,NJ,40.523327,-74.256013,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.5,0.0,0.4,0.1,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,500.0,150000.0,0.0,150700
2012-03-15 08:55:00,DIXIE PIPELINE COMPANY LLC,ERWINVILLE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ERWINVILLE,WEST BATON ROUGE,LA,30.5187,-91.4012,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.3,0.0,0.0,4.3,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,259
2012-03-16 10:27:00,EXXONMOBIL PIPELINE CO,"SILVERTIP STATION,  NEAR BELFRY, MONTANA",ONSHORE,UNDERGROUND,CRUDE OIL,"BELFY, MONTANA  ",CARBON,MT,45.010556,-108.913889,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.5,0.0,0.5,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1000.0,0.0,3500.0,4550
2012-03-17 07:30:00,"KINDER MORGAN LIQUID TERMINALS, LLC",WYOMING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,0.0,1.0,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,15.0,0.0,0.0,0.0,0.0,23015
2012-03-17 10:30:00,"PLAINS PIPELINE, L.P.",BOA PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,GRAND ISLE,JEFFERSON,LA,29.274667,-89.952333,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,204.0,0.0,189.0,15.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054438.0,1500.0,0.0,1745562.0,0.0,0.0,2801500
2012-03-20 11:36:00,ENTERPRISE PRODUCTS OPERATING LLC,PORT ARTHUR TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.911676,-94.007095,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.0,0.0,1.0,2.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26456.0,300.0,0.0,0.0,9306.0,0.0,36062
2012-03-20 12:30:00,CONOCOPHILLIPS,WEEMS PUMP STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,DENVER CITY ,YOAKUM,TX,33.007092,-102.97538,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,0.0,0.48,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,50.0,0.0,0.0,500.0,0.0,800
2012-03-20 13:30:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 3,ONSHORE,UNDERGROUND,CRUDE OIL,CASS LAKE,HUBBARD,MN,47.378551,-94.666629,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,0.0,0.02,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,25000.0,0.0,0.0,40000
2012-03-21 10:45:00,EXPLORER PIPELINE CO,WOOD RIVER TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HARTFORD,MADISON,IL,38.82204498,-90.07891101,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,11.0,0.0,11.0,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,100000.0,0.0,0.0,100750
2012-03-21 16:40:00,"MAGELLAN PIPELINE COMPANY, LP",ALEXANDRIA PUMP STATION & TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ALEXANDRIA,DOUGLAS,MN,45.894167,-95.389444,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.19,0.0,1.1,0.09,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,200.0,0.0,5000.0,37000.0,0.0,42700
2012-03-21 18:00:00,"MAGELLAN PIPELINE COMPANY, LP","#6-12"" IOWA CITY TO CHICAGO LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WAYNE TOWNSHIP,KANE,IL,41.95138,-88.27772,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,12.0,0.0,12.0,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,8200.0,79079.0,70000.0,710721.0,0.0,906500
2012-03-22 10:45:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",CLEARBROOK TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.6895,-95.4097,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.0,0.24,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,60000.0,15000.0,0.0,100000
2012-03-22 16:28:00,ENTERPRISE PRODUCTS OPERATING LLC,EL DORADO STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EL DORADO,BUTLER,KS,37.800717,-96.88095,CORROSION,EXTERNAL,10.0,0.0,10.0,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111000.0,500.0,0.0,53300.0,373000.0,100000.0,637800
2012-03-23 09:30:00,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,WORTHAM,FREESTONE,TX,31.77654,-96.3958,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,0.0,0.0,0.48,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,49
2012-03-25 11:30:00,MARATHON PIPE LINE LLC,HARTFORD TWO RIVERS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,HARTFORD,MADISON,IL,38.82855,-90.08931,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.4,0.0,0.4,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,500.0,5500.0,0.0,6040
2012-03-26 09:00:00,MARATHON PIPE LINE LLC,PATOKA TANK FARM,ONSHORE,TANK,CRUDE OIL,PATOKA,MARION,IL,38.79106,-89.08415,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.6,0.0,1.6,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,100.0,300.0,0.0,120400
2012-03-27 09:18:00,"PLAINS PIPELINE, L.P.",SIDNEY PRODUCTS SYSTEM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KIMBALL,KIMBALL,NE,41.148878,-103.682297,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,222.0,0.0,222.0,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,30000.0,0.0,96753.0,51842.0,0.0,188095
2012-03-27 20:28:00,ENTERPRISE PRODUCTS OPERATING LLC,LP3 PANOLA,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",GARRISON,NACOGDOCHES,TX,31.821442,-94.469056,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100.0,0.0,0.0,100.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28072.0,1764.0,4000.0,96446.0,18000.0,30000.0,178282
2012-03-30 07:30:00,ENTERPRISE CRUDE PIPELINE LLC,HOLLIDAY STATION,ONSHORE,TANK,CRUDE OIL,HOLLIDAY,ARCHER,TX,33.795549,-98.651289,CORROSION,INTERNAL,75.0,0.0,60.0,15.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,7500.0,0.0,10000.0,36588.0,0.0,69088
2012-03-31 03:13:00,OLYMPIC PIPE LINE COMPANY,ALLEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MOUNT VERNON,SKAGIT,WA,48.455641,-122.390712,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.96,0.0,1.96,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,300.0,0.0,7500.0,0.0,0.0,7900
2012-04-01 00:09:00,OLYMPIC PIPE LINE COMPANY,ALLEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MOUNT VERNON,SKAGIT,WA,48.455641,-122.390712,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.97,0.0,0.97,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,7000.0,0.0,0.0,7250
2012-04-02 08:00:00,SUNOCO PIPELINE L.P.,HEARNE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,HEARNE,ROBERTSON,TX,30.8568,-96.45806,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.5,0.0,4.5,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1500.0,0.0,0.0,1800
2012-04-03 07:40:00,KINDER MORGAN CO2 CO. LP,CORTEZ PIPELINE,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),DENVER CITY,YOAKUM,TX,33.03138,-102.82027,INCORRECT OPERATION,INCORRECT EQUIPMENT,3.88,0.0,0.0,3.88,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911.0,0.0,0.0,0.0,0.0,0.0,2911
2012-04-04 06:22:00,WEST SHORE PIPELINE CO,CITGO LEMONT REFINERY,ONSHORE,ABOVEGROUND,CRUDE OIL,LOCKPORT,WILL,IL,41.658008,-88.041942,INCORRECT OPERATION,INCORRECT INSTALLATION,0.36,0.0,0.36,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,35000
2012-04-04 09:00:00,COLONIAL PIPELINE CO,COLONIAL/HEBERT,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BEAUMONT,JEFFERSON,TX,29.974993,-94.05586,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.5,0.0,2.5,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,315.0,0.0,3000.0,3000.0,0.0,9315
2012-04-04 13:00:00,"PLAINS PIPELINE, L.P.",MESA TANK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.01426,-102.02737,CORROSION,INTERNAL,3.0,0.0,3.0,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,2200.0,1000.0,0.0,10200
2012-04-05 14:18:00,"BUCKEYE PARTNERS, LP",LIMA SOUTH TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LIMA,ALLEN,OH,40.711686,-84.132645,CORROSION,INTERNAL,0.1,0.0,0.1,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833000.0,0.0,0.0,5000.0,35370.0,50000.0,923370
2012-04-06 06:31:00,KINDER MORGAN CO2 CO. LP,SHEEP MOUNTAIN PUMP STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),DENVER CITY,YOAKUM,TX,33.03138,-102.82777,INCORRECT OPERATION,INCORRECT EQUIPMENT,15.15,0.0,0.0,15.15,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911.0,1.0,0.0,0.0,0.0,0.0,2912
2012-04-06 08:53:00,"CCPS TRANSPORTATION, LLC",LINE 55 ,ONSHORE,ABOVEGROUND,CRUDE OIL,SHELBINA,SHELBY,MO,39.72708,-92.04994,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,20.0,0.0,20.0,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,152500.0,332000.0,0.0,486500
2012-04-06 13:35:00,"KINDER MORGAN LIQUID TERMINALS, LLC",WYOMING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.48,0.0,0.4,0.08,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,5.0,0.0,0.0,100000.0,0.0,350005
2012-04-07 04:23:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",CLEARBROOK TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.68889,-95.41222,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.6,0.0,0.6,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,0.0,0.0,7000.0,0.0,0.0,10100
2012-04-08 11:00:00,SUNOCO PIPELINE L.P.,SOUR LAKE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,SOUR LAKE,HARDIN,TX,30.1408,-94.3989,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,5.0,0.0,0.0,5.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.0,500.0,0.0,9106.0,12684.0,0.0,25060
2012-04-08 22:04:00,ENTERPRISE CRUDE PIPELINE LLC,C75,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.953247,-96.758858,CORROSION,INTERNAL,600.0,0.0,600.0,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560277.0,60000.0,0.0,63100.0,14950.0,0.0,1698327
2012-04-09 14:45:00,"PLAINS PIPELINE, L.P.",WILMINGTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,CARSON,LOS ANGELES,CA,33.80197,-118.23844,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.5,0.0,4.5,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,10000.0,0.0,15000
2012-04-09 19:15:00,ONEOK NGL PIPELINE LP,ONEOK BINGER JCT. 2,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MINCO,GRADY,OK,35.34866,-98.09101,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,1.84,0.24,0.0,1.84,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.0,0.0,150.0,0.0,0.0,323
2012-04-10 07:00:00,COLONIAL PIPELINE CO,COLONIAL/PAULDING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LOUIN,JASPER,MS,32.02821,-89.10162,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.87,0.0,0.87,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,104.0,0.0,13372.0,0.0,0.0,14476
2012-04-10 17:17:00,EXXONMOBIL PIPELINE CO,ST JAMES STATION NORTH,ONSHORE,UNDERGROUND,CRUDE OIL,ST. JAMES,ST. JAMES,LA,30.010536,-90.861846,CORROSION,INTERNAL,5.5,0.0,5.5,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,100.0,0.0,1500.0,40000.0,0.0,81600
2012-04-10 19:05:00,EXXONMOBIL PIPELINE CO,BATON ROUGE PRODUCTS STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BATON ROUGE,EAST BATON ROUGE,LA,30.492551,-91.187577,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.23,0.0,0.23,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,300.0,0.0,312
2012-04-11 11:30:00,"MAGELLAN PIPELINE COMPANY, LP","#2-8"" MINNEAPOLIS -- DULUTH LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NEW BRIGHTON,RAMSEY,MN,45.05919,-93.19544,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,0.0,0.24,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,2000.0,0.0,2050
2012-04-11 13:25:00,EXPLORER PIPELINE CO,CHATSWORTH PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",STRAWN,LIVINGSTON,IL,40.647936,-88.340732,CORROSION,INTERNAL,41.64,0.0,41.64,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,43000.0,0.0,5000.0,53000
2012-04-12 07:10:00,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",RUSSELL STATION / TANK 5103,ONSHORE,TANK,CRUDE OIL,CUSHING,GAINES,TX,32.862785,-102.920159,INCORRECT OPERATION,OTHER INCORRECT OPERATION,116.0,0.0,40.0,76.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,11600.0,0.0,5000.0,40000.0,0.0,156600
2012-04-16 08:00:00,"PLAINS PIPELINE, L.P.",CUSHING TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.9382,-96.74755,CORROSION,INTERNAL,5.0,0.0,5.0,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,50.0,0.0,2700.0,0.0,0.0,9750
2012-04-16 08:45:00,"MAGELLAN PIPELINE COMPANY, LP",BOYER PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EL DORADO,BUTLER,KS,37.78977,-96.90047,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.48,0.0,0.48,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,2000.0,500.0,0.0,3600
2012-04-16 10:00:00,EXXONMOBIL PIPELINE CO,VIOLA ACT METER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,CORPUS CHRISTI,NUECES,TX,27.83125,-97.51745,INCORRECT OPERATION,INCORRECT INSTALLATION,0.38,0.0,0.38,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,9000.0,0.0,0.0,9140
2012-04-16 18:00:00,ENTERPRISE PRODUCTS OPERATING LLC,SEMINOLE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","CLUTE, TX",BRAZORIA ,TX,29.06023333,-95.35065556,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3.0,0.0,0.0,3.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,70.0,1000.0,25000.0,12000.0,0.0,39070
2012-04-16 20:15:00,"KINDER MORGAN LIQUID TERMINALS, LLC",WYOMING PIPELINE COMPANY,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CUSHING,HARRIS,NJ,40.352903,-74.125619,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,35.26,0.0,35.26,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,100.0,0.0,0.0,217000.0,0.0,221100
2012-04-19 12:28:00,EXXONMOBIL OIL CORP - WEST COAST,G-13 GATHERING LINE- CSFM ID-1235  ,ONSHORE,UNDERGROUND,CRUDE OIL,MARCIOPA,KERN,CA,35.04474,-119.19115,CORROSION,INTERNAL,2.7,0.0,2.7,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,230.0,0.0,3800.0,1500.0,0.0,6030
2012-04-19 14:45:00,MOTIVA ENTERPRISE LLC,MOTIVA ENTERPRISES LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR TEXAS,JEFFERSON,TX,29.52107,-93.5745,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.16,0.0,0.16,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,11000.0,0.0,22000
2012-04-19 16:37:00,CONOCOPHILLIPS,LINE 300,ONSHORE,UNDERGROUND,CRUDE OIL,SANTA MARIA,SANTA BARBARA,CA,34.972892,-120.444417,CORROSION,EXTERNAL,5.0,0.0,5.0,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,500.0,25000.0,325000.0,10000.0,0.0,405500
2012-04-19 17:00:00,"BP PIPELINES (ALASKA), INC",BADAMI FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,NORTH SLOPE BOROUGH,AK,70.15120454,-147.09653571,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.28,0.0,0.28,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.0,0.0,1500.0,600.0,0.0,3080
2012-04-20 14:00:00,CITGO PETROLEUM CORPORATION (TERMINALS),EAST CHICAGO TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EAST CHICAGO,LAKE,IN,41.62672,-87.433952,CORROSION,INTERNAL,0.72,0.0,0.36,0.36,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,100.0,0.0,2000.0,0.0,0.0,27100
2012-04-23 04:00:00,MID - VALLEY PIPELINE CO,HEBRON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,HEBRON,BOONE,KY,39.03543,-84.69089,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.47,0.0,0.47,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,1400.0,0.0,0.0,9900
